db_id,entry_id,orth,lang,rel_of,rel_type
form_d2861e71,entry_æfsnajyn,æfsnajun,os-x-digor,,
form_d2861e73,entry_æfsnajyn,æfsnajd,os-x-digor,form_d2861e71,participle
form_d2863e66,entry_mærdivad,mærdivad,os,,
form_d2864e66,entry_qædræbyn,qædræbyn,os-x-iron,,
form_d2864e69,entry_qædræbyn,ǧædræbun,os-x-digor,,
form_d2865e66,entry_æncoj,æncoj,os-x-iron,,
form_d2865e69,entry_æncoj,æncojnæ,os-x-digor,,
form_d2866e66,entry_æpxæ,æpxæ,os-x-digor,,
form_d2867e66,entry_æfsæn,æfsæn,os,,
form_d2869e66,entry_ænvæjnæ,ænvæjnæ,os-x-digor,,
form_d2870e66,entry_ironvændag,ironvændag,os,,
form_d2871e66,entry_kʼūs,kʼūs,os-x-iron,,
form_d2871e69,entry_kʼūs,kʼos,os-x-digor,,
form_d2872e66,entry_gælʒun,gælʒun,os-x-digor,,
form_d2872e68,entry_gælʒun,gælst,os-x-digor,form_d2872e66,participle
form_d2873e66,entry_nyry,nyry,os-x-iron,,
form_d2873e69,entry_nyry,nuri,os-x-digor,,
form_d2874e66,entry_cæst,cæst,os-x-iron,,
form_d2874e69,entry_cæst,cæstæ,os-x-digor,,
form_d2875e66,entry_kʼoza,kʼoza,os,,
form_d2875e68,entry_kʼoza,kʼozi,os,form_d2875e66,variant
form_d2877e66,entry_rīssyn,rīssyn,os-x-iron,,
form_d2877e68,entry_rīssyn,ryst,os-x-iron,form_d2877e66,participle
form_d2877e71,entry_rīssyn,resun,os-x-digor,,
form_d2877e73,entry_rīssyn,rist,os-x-digor,form_d2877e71,participle
form_d2878e66,entry_qiamæt,qiamæt,os,,
form_d2880e68,entry_læw-,læw-,os,,
form_d2882e66,entry_dīs,dīs,os-x-iron,,
form_d2882e69,entry_dīs,des,os-x-digor,,
form_d2885e66,entry_livzæ,livzæ,os-x-digor,,
form_d2886e66,entry_cyppar,cyppar,os-x-iron,,
form_d2886e69,entry_cyppar,cuppar,os-x-digor,,
form_d2888e66,entry_cærdæg,cærdæg,os,,
form_d2889e66,entry_qyst,qyst,os-x-iron,,
form_d2889e69,entry_qyst,ǧist,os-x-digor,,
form_d2891e66,entry_rætʼūzyn,rætʼūzyn,os-x-iron,,
form_d2891e68,entry_rætʼūzyn,rætʼyzt,os-x-iron,form_d2891e66,participle
form_d2891e71,entry_rætʼūzyn,rætʼozun,os-x-digor,,
form_d2891e73,entry_rætʼūzyn,rætʼuzt,os-x-digor,form_d2891e71,participle
form_d2893e66,entry_kelbet,kelbet,os-x-digor,,
form_d2894e66,entry_cavdar,cavdar,os,,
form_d2896e66,entry_æǧzæl,æǧzæl,os,,
form_d2897e66,entry_fadynæg,fadynæg,os-x-iron,,
form_d2897e69,entry_fadynæg,fadængæ,os-x-digor,,
form_d2898e66,entry_æmsyvær,æmsyvær,os,,
form_d2900e66,entry_gænʒæxtæ,gænʒæxtæ,os,,
form_d2901e66,entry_arkʼaw,arkʼaw,os-x-iron,,
form_d2904e66,entry_a-,a-,os,,
form_d2905e66,entry_ævzaly,ævzaly,os,,
form_d2910e68,entry_laz,laz,os-x-iron,,
form_d2910e71,entry_laz,lazæ,os-x-digor,,
form_d2911e66,entry_fælyndyn,fælyndyn,os-x-iron,,
form_d2911e68,entry_fælyndyn,fælyst,os-x-iron,form_d2911e66,participle
form_d2911e71,entry_fælyndyn,fælundun,os-x-digor,,
form_d2911e73,entry_fælyndyn,fælust,os-x-digor,form_d2911e71,participle
form_d2913e66,entry_ḱʼīma,ḱʼīma,os-x-iron,,
form_d2913e69,entry_ḱʼīma,kʼema,os-x-digor,,
form_d2914e66,entry_cyma,cyma,os-x-iron,,
form_d2914e69,entry_cyma,cuma,os-x-digor,,
form_d2915e66,entry_æxxælyn,æxxælyn,os-x-iron,,
form_d2915e68,entry_æxxælyn,æxxæld,os-x-iron,form_d2915e66,participle
form_d2915e71,entry_æxxælyn,ætxælun,os-x-digor,,
form_d2915e73,entry_æxxælyn,ætxald,os-x-digor,form_d2915e71,participle
form_d2917e66,entry_qær,qær,os,,
form_d2919e66,entry_mīnas,mīnas,os-x-iron,,
form_d2919e69,entry_mīnas,mīnasæ,os-x-digor,,
form_d2920e66,entry_geruz,geruz,os-x-digor,,
form_d2921e66,entry_ræʒæ-mæʒæ,ræʒæ-mæʒæ,os-x-iron,,
form_d2924e66,entry_fydxos,fydxos,os-x-iron,,
form_d2924e69,entry_fydxos,fidxwasæ,os-x-digor,,
form_d2925e66,entry_cʼysym,cʼysym,os-x-iron,,
form_d2925e69,entry_cʼysym,cʼæsunæg,os-x-digor,,
form_d2926e68,entry_raǧæn,raǧæn,os,,
form_d2929e66,entry_nyllæg,nyllæg,os-x-iron,,
form_d2929e69,entry_nyllæg,nillæg,os-x-digor,,
form_d2930e66,entry_ragsom,ragsom,os,,
form_d2931e66,entry_æfsīn,æfsīn,os-x-iron,,
form_d2931e69,entry_æfsīn,æfsīnæ,os-x-digor,,
form_d2932e68,entry_læfīnæ,læfīnæ,os-x-digor,,
form_d2934e66,entry_mīnīwæg,mīnīwæg,os-x-iron,,
form_d2934e69,entry_mīnīwæg,mīnewæg,os-x-digor,,
form_d2935e66,entry_moj,moj,os-x-iron,,
form_d2935e69,entry_moj,mojnæ,os-x-digor,,
form_d2936e66,entry_æzduxyn,æzduxyn ,os,,
form_d2937e66,entry_qarm,qarm,os-x-iron,,
form_d2937e69,entry_qarm,ǧar(m),os-x-digor,,
form_d2938e66,entry_ræmyxsyn,ræmyxsyn,os-x-iron,,
form_d2938e68,entry_ræmyxsyn,ræmyxst,os-x-iron,form_d2938e66,participle
form_d2938e71,entry_ræmyxsyn,ræmuxsun,os-x-digor,,
form_d2938e73,entry_ræmyxsyn,ræmuxst,os-x-digor,form_d2938e71,participle
form_d2940e66,entry_ast,ast,os,,
form_d2942e66,entry_fælxætun,fælxætun,os-x-digor,,
form_d2942e68,entry_fælxætun,fælxatt,os-x-digor,form_d2942e66,participle
form_d2943e66,entry_naj,naj,os-x-iron,,
form_d2943e69,entry_naj,inajæ,os-x-digor,,
form_d2944e66,entry_7ǧzællag,ᵆǧzællag,os-x-iron,,
form_d2948e53,entry_qappæl,qappæl,os,,
form_d2950e66,entry_būkʼ,būkʼ,os-x-iron,,
form_d2950e69,entry_būkʼ,bokʼ,os-x-digor,,
form_d2952e66,entry_axsyn_1,axsyn,os-x-iron,,
form_d2952e68,entry_axsyn_1,axst,os-x-iron,form_d2952e66,participle
form_d2952e71,entry_axsyn_1,axæssun,os-x-digor,,
form_d2952e73,entry_axsyn_1,axæsst,os-x-digor,form_d2952e71,participle
form_d2953e66,entry_7rfyg,ᵆrfyg,os-x-iron,,
form_d2953e69,entry_7rfyg,ærfug,os-x-digor,,
form_d2954e68,entry_læx,læx,os-x-iron,,
form_d2954e71,entry_læx,læxæ,os-x-digor,,
form_d2956e66,entry_Alægatæ,Alægatæ,os,,
form_d2957e66,entry_nomx0yndæj,nomx˳yndæj,os-x-iron,,
form_d2957e69,entry_nomx0yndæj,nonxundæj,os-x-digor,,
form_d2957e71,entry_nomx0yndæj,nomxundæj,os-x-digor,form_d2957e69,variant
form_d2958e66,entry_axston,axston,os-x-iron,,
form_d2958e69,entry_axston,ast’onæ,os-x-digor,,
form_d2960e66,entry_dyvazyg,dyvazyg,os-x-iron,,
form_d2960e69,entry_dyvazyg,duvazug,os-x-digor,,
form_d2961e66,entry_kʼūx,kʼūx,os-x-iron,,
form_d2961e69,entry_kʼūx,kʼox,os-x-digor,,
form_d2962e66,entry_ʒælv,ʒælv,os-x-iron,,
form_d2962e69,entry_ʒælv,ʒælvæ,os-x-digor,,
form_d2964e66,entry_ærxæcæg,ærxæcæg,os,,
form_d2965e66,entry_ræwes,ræwes,os-x-digor,,
form_d2965e68,entry_ræwes,ræwves,os-x-digor,form_d2965e66,variant
form_d2965e70,entry_ræwes,ræwbes,os-x-digor,form_d2965e66,variant
form_d2968e66,entry_mæstæfsīs,mæstæfsīs,os-x-iron,,
form_d2968e69,entry_mæstæfsīs,mæstæfses,os-x-digor,,
form_d2970e66,entry_mæjdar,mæjdar (æxsæv),os,,
form_d2972e66,entry_æxsyr,æxsyr,os,,
form_d2973e66,entry_g0yr_2,g˳yr,os-x-iron,,
form_d2973e69,entry_g0yr_2,gur,os-x-digor,,
form_d2974e66,entry_æǧzælyn,æǧzælyn,os,,
form_d2975e66,entry_ke,ke,os-x-digor,,
form_d2977e66,entry_rīxī,rīxī,os-x-iron,,
form_d2977e69,entry_rīxī,rexæ,os-x-digor,,
form_d2977e71,entry_rīxī,rexe,os-x-digor,form_d2977e69,variant
form_d2978e66,entry_ævvæz,ævvæz,os,,
form_d2980e66,entry_æxsærdæs,æxsærdæs,os,,
form_d2982e66,entry_byryn,byryn,os-x-iron,,
form_d2982e68,entry_byryn,byrd,os-x-iron,form_d2982e66,participle
form_d2982e71,entry_byryn,burun,os-x-digor,,
form_d2982e73,entry_byryn,burd,os-x-digor,form_d2982e71,participle
form_d2985e66,entry_qapp,qapp,os-x-iron,,
form_d2985e69,entry_qapp,qappæ,os-x-digor,,
form_d2986e66,entry_qoʒidændag,qoʒidændag,os-x-iron,,
form_d2986e69,entry_qoʒidændag,qoʒdændag,os-x-digor,,
form_d2988e66,entry_æfsūrǧ_2,æfsūrǧ,os-x-iron,,
form_d2988e69,entry_æfsūrǧ_2,æfsurq,os-x-digor,,
form_d2989e66,entry_gæræm,gæræm,os,,
form_d2990e66,entry_kælmærzæn,kælmærzæn,os-x-iron,,
form_d2992e66,entry_læwerun,læwerun,os-x-digor,,
form_d2993e66,entry_gūbakk,gūbakk,os-x-iron,,
form_d2994e66,entry_æntæsun,æntæsun,os-x-digor,,
form_d2996e66,entry_kʼūtær,kʼūtær,os-x-iron,,
form_d2996e69,entry_kʼūtær,kʼotar,os-x-digor,,
form_d2998e66,entry_ærtxūtæg,ærtxūtæg,os-x-iron,,
form_d2998e69,entry_ærtxūtæg,ærtxotæg,os-x-digor,,
form_d2998e71,entry_ærtxūtæg,ærxotug,os-x-digor,form_d2998e69,variant
form_d2999e66,entry_baræn,baræn,os,,
form_d3001e66,entry_byru,byru,os-x-iron,,
form_d3001e69,entry_byru,buru,os-x-digor,,
form_d3001e71,entry_byru,buræw,os-x-digor,form_d3001e69,variant
form_d3002e66,entry_nyrong,nyrong,os-x-iron,,
form_d3002e68,entry_nyrong,nyryong,os-x-iron,form_d3002e66,variant
form_d3002e71,entry_nyrong,nurongi,os-x-digor,,
form_d3002e73,entry_nyrong,nuriwængæ,os-x-digor,form_d3002e71,variant
form_d3002e75,entry_nyrong,nuriwalængæ,os-x-digor,form_d3002e73,variant
form_d3002e77,entry_nyrong,nuriwaldængæ,os-x-digor,form_d3002e75,variant
form_d3003e66,entry_dælīmon,dælīmon,os-x-iron,,
form_d3003e69,entry_dælīmon,dælujmon,os-x-digor,,
form_d3004e66,entry_guboræ,guboræ,os-x-digor,,
form_d3005e68,entry_7rtyn,ᵆrtyn,os-x-iron,,
form_d3005e71,entry_7rtyn,ærtin,os-x-digor,,
form_d3006e66,entry_færæznæ,færæznæ,os,,
form_d3007e66,entry_qubulʒug,qubulʒug,os-x-digor,,
form_d3010e66,entry_arǧonaq,arǧonaq,os-x-iron,,
form_d3010e69,entry_arǧonaq,arǧunaq,os-x-digor,,
form_d3011e66,entry_ʒag,ʒag,os-x-iron,,
form_d3011e69,entry_ʒag,iʒag,os-x-digor,,
form_d3012e66,entry_lyst,lyst,os-x-iron,,
form_d3012e69,entry_lyst,listæ,os-x-digor,,
form_d3014e66,entry_fændyn,fændyn,os-x-iron,,
form_d3014e69,entry_fændyn,fændun,os-x-digor,,
form_d3014e71,entry_fændyn,fændæ un,os-x-digor,form_d3014e69,variant
form_d3015e66,entry_natlia,natlia,os,,
form_d3016e66,entry_mæxsyn,mæxsyn,os-x-iron,,
form_d3016e68,entry_mæxsyn,mæxst,os-x-iron,form_d3016e66,participle
form_d3016e71,entry_mæxsyn,imæxsun,os-x-digor,,
form_d3016e73,entry_mæxsyn,imæxst,os-x-digor,form_d3016e71,participle
form_d3017e66,entry_ard,ard,os,,
form_d3018e66,entry_būrxīl,būrxīl,os-x-iron,,
form_d3018e69,entry_būrxīl,borxelæ,os-x-digor,,
form_d3019e66,entry_mærzyn,mærzyn,os-x-iron,,
form_d3019e68,entry_mærzyn,marzt,os-x-iron,form_d3019e66,participle
form_d3019e71,entry_mærzyn,mærzun,os-x-digor,,
form_d3019e73,entry_mærzyn,marzt,os-x-digor,form_d3019e71,participle
form_d3020e66,entry_iǧaw,iǧaw,os-x-digor,,
form_d3022e66,entry_duwæ,duwæ,os,,
form_d3023e66,entry_mæckʼ0y,mæckʼ˳y,os-x-iron,,
form_d3023e69,entry_mæckʼ0y,mæcku,os-x-digor,,
form_d3026e66,entry_donguron,donguron,os,,
form_d3027e66,entry_kʼæj,kʼæj,os,,
form_d3028e66,entry_ʒambas,ʒambas,os,,
form_d3029e66,entry_qyg,qyg,os-x-iron,,
form_d3029e69,entry_qyg,ǧigæ,os-x-digor,,
form_d3031e66,entry_namys,namys,os-x-iron,,
form_d3031e69,entry_namys,namus,os-x-digor,,
form_d3032e66,entry_kʼærīs,kʼærīs,os-x-iron,,
form_d3032e69,entry_kʼærīs,kʼæres,os-x-digor,,
form_d3034e66,entry_æjtawgæ,æjtawgæ,os,,
form_d3035e66,entry_iʒulun,iʒulun,os-x-digor,,
form_d3035e68,entry_iʒulun,iʒuld,os-x-digor,form_d3035e66,participle
form_d3036e66,entry_qapxan,qapxan,os,,
form_d3037e66,entry_fældæxyn,fældæxyn,os-x-iron,,
form_d3037e68,entry_fældæxyn,fældæxt,os-x-iron,form_d3037e66,participle
form_d3037e71,entry_fældæxyn,fældæxun,os-x-digor,,
form_d3037e73,entry_fældæxyn,fældaxt,os-x-digor,form_d3037e71,participle
form_d3040e66,entry_fydænqæl,fydænqæl,os-x-iron,,
form_d3040e69,entry_fydænqæl,fudænǧæl,os-x-digor,,
form_d3041e66,entry_ʒīʒa_2,ʒīʒa,os-x-south,,
form_d3042e66,entry_axæm,axæm,os-x-iron,,
form_d3042e69,entry_axæm,wæxæn,os-x-digor,,
form_d3042e73,entry_axæm,awæxæn,os-x-digor,form_d3042e69,variant
form_d3047e66,entry_7rǧom,ᵆrǧom,os-x-iron,,
form_d3047e69,entry_7rǧom,ærǧon,os-x-digor,,
form_d3047e71,entry_7rǧom,ærǧom,os-x-digor,form_d3047e69,variant
form_d3048e66,entry_æǧnæg,æǧnæg,os,,
form_d3050e66,entry_mælʒyg,mælʒyg,os-x-iron,,
form_d3050e69,entry_mælʒyg,mulʒug,os-x-digor,,
form_d3051e66,entry_kūryn,kūryn,os-x-iron,,
form_d3051e68,entry_kūryn,k˳yrd,os-x-iron,form_d3051e66,participle
form_d3051e71,entry_kūryn,korun,os-x-digor,,
form_d3051e73,entry_kūryn,kurd,os-x-digor,form_d3051e71,participle
form_d3052e68,entry_razdær,razdær,os,,
form_d3053e66,entry_gawyz,gawyz,os-x-iron,,
form_d3053e69,entry_gawyz,gawiz,os-x-digor,,
form_d3054e66,entry_binonyg,binonyg,os-x-iron,,
form_d3055e66,entry_elcæg,elcæg,os-x-iron,,
form_d3055e68,entry_elcæg,elcyk,os-x-iron,form_d3055e66,variant
form_d3056e66,entry_æmbūdyn,æmbūdyn,os-x-iron,,
form_d3056e69,entry_æmbūdyn,æmbodun,os-x-digor,,
form_d3059e66,entry_osiat,osiat,os-x-digor,,
form_d3060e66,entry_æfxalyn,æfxalyn,os-x-iron,,
form_d3060e68,entry_æfxalyn,æfxæld,os-x-iron,form_d3060e66,participle
form_d3060e71,entry_æfxalyn,æfxælun,os-x-digor,,
form_d3060e73,entry_æfxalyn,æfxald,os-x-digor,form_d3060e71,participle
form_d3061e66,entry_ʒanǧir,ʒanǧir,os,,
form_d3062e66,entry_ærtæ,ærtæ,os,,
form_d3064e66,entry_araq,araq,os,,
form_d3065e66,entry_majræmbon,majræmbon,os,,
form_d3066e66,entry_gærnadur,gærnadur,os-x-iron,,
form_d3066e69,entry_gærnadur,gærnador,os-x-digor,,
form_d3067e66,entry_rewun,rewun,os-x-digor,,
form_d3067e68,entry_rewun,riwd,os-x-digor,form_d3067e66,participle
form_d3068e68,entry_ræǧæjmag,ræǧæjmag,os-x-digor,,
form_d3069e66,entry_qoǧancæ,qoǧancæ,os-x-digor,,
form_d3071e66,entry_ænkʼ0ysyn,ænkʼ˳ysyn,os-x-iron,,
form_d3071e68,entry_ænkʼ0ysyn,ænkʼ˳yst,os-x-iron,form_d3071e66,participle
form_d3071e71,entry_ænkʼ0ysyn,ænkʼusun,os-x-digor,,
form_d3071e73,entry_ænkʼ0ysyn,ænkʼust,os-x-digor,form_d3071e71,participle
form_d3072e66,entry_æxsynyn,æxsynyn,os,,
form_d3073e66,entry_ʒykkū,ʒykkū,os-x-iron,,
form_d3073e69,entry_ʒykkū,ʒikko,os-x-digor,,
form_d3074e66,entry_fældajun,fældajun,os-x-digor,,
form_d3074e68,entry_fældajun,fældatt,os-x-digor,form_d3074e66,participle
form_d3075e66,entry_æxsæz,æxsæz,os,,
form_d3076e66,entry_bærzæj,bærzæj,os,,
form_d3077e66,entry_ka,ka,os-x-digor,,
form_d3078e66,entry_æftawænqæd,æftawænqæd,os-x-iron,,
form_d3078e69,entry_æftawænqæd,æftawænǧædæ,os-x-digor,,
form_d3079e66,entry_agbyn,agbyn,os-x-iron,,
form_d3079e69,entry_agbyn,aɡbun,os-x-digor,,
form_d3081e66,entry_ærdxord,ærdxord,os-x-iron,,
form_d3081e69,entry_ærdxord,ærdxward,os-x-digor,,
form_d3082e66,entry_aræq,aræq,os,,
form_d3084e66,entry_cilpæ,cilpæ,os-x-digor,,
form_d3085e66,entry_cuppor,cuppor,os-x-digor,,
form_d3088e66,entry_læppær,læppær,os-x-digor,,
form_d3089e66,entry_ʒy,ʒy,os-x-iron,,
form_d3089e69,entry_ʒy,ʒi,os-x-digor,,
form_d3090e66,entry_ævdīw,ævdīw,os-x-iron,,
form_d3090e69,entry_ævdīw,ævdew,os-x-digor,,
form_d3092e66,entry_æppælyn,æppælyn,os-x-iron,,
form_d3092e68,entry_æppælyn,æppæld,os-x-iron,form_d3092e66,participle
form_d3092e71,entry_æppælyn,æppælun,os-x-digor,,
form_d3092e73,entry_æppælyn,æppæld,os-x-digor,form_d3092e71,participle
form_d3094e66,entry_ʒegen,ʒegen,os-x-digor,,
form_d3094e68,entry_ʒegen,ʒegejnæ,os-x-digor,form_d3094e66,variant
form_d3095e66,entry_majmaiddær,majmaiddær,os-x-digor,,
form_d3096e66,entry_īs-,īs-,os-x-iron,,
form_d3096e69,entry_īs-,es-,os-x-digor,,
form_d3097e66,entry_Būrxoraly,Būrxoraly,os-x-iron,,
form_d3097e69,entry_Būrxoraly,BorxwaraIi,os-x-digor,,
form_d3101e66,entry_æcc-,æcc-,os,,
form_d3102e68,entry_oj,oj,os-x-digor,,
form_d3103e66,entry_g0yppyrsar,g˳yppyrsar,os-x-iron,,
form_d3103e69,entry_g0yppyrsar,guppursar,os-x-digor,,
form_d3103e71,entry_g0yppyrsar,guppurgin,os-x-digor,form_d3103e69,variant
form_d3107e66,entry_alḱī,alḱī,os-x-iron,,
form_d3107e69,entry_alḱī,alke,os-x-digor,,
form_d3109e66,entry_k0yræfcæg,k˳yræfcæg,os-x-iron,,
form_d3109e69,entry_k0yræfcæg,kuræfcæg,os-x-digor,,
form_d3112e66,entry_mulk,mulk,os,,
form_d3113e66,entry_æʒæstxez,æʒæstxez,os-x-digor,,
form_d3114e66,entry_mæ_1,mæ,os,,
form_d3116e66,entry_arabb,arabb,os,,
form_d3119e66,entry_dygærdyg,dygærdyg,os-x-iron,,
form_d3119e69,entry_dygærdyg,dugærdug,os-x-digor,,
form_d3120e66,entry_kʼædor,kʼædor,os-x-iron,,
form_d3121e66,entry_pʼænæz,pʼænæz,os-x-iron,,
form_d3122e66,entry_ævzar,ævzar,os-x-iron,,
form_d3122e69,entry_ævzar,ævzaræ,os-x-digor,,
form_d3126e66,entry_donxæræg,donxæræg,os-x-iron,,
form_d3126e68,entry_donxæræg,donxær,os-x-iron,form_d3126e66,variant
form_d3126e70,entry_donxæræg,doxxær,os-x-iron,form_d3126e66,variant
form_d3126e73,entry_donxæræg,donxwæræg,os-x-digor,,
form_d3126e75,entry_donxæræg,donxwarug,os-x-digor,form_d3126e73,variant
form_d3127e66,entry_mænæw,mænæw,os-x-iron,,
form_d3127e69,entry_mænæw,mænæwæ,os-x-digor,,
form_d3129e66,entry_aīpp,aīpp,os-x-iron,,
form_d3129e69,entry_aīpp,ajepp,os-x-digor,,
form_d3131e66,entry_kʼwætti,kʼwætti,os-x-digor,,
form_d3132e66,entry_fæltaw,fæltaw,os,,
form_d3133e66,entry_cigon,cigon,os-x-digor,,
form_d3135e66,entry_ǧæwaggin,ǧæwaggin,os-x-digor,,
form_d3136e66,entry_mærzæzduxt,mærzæzduxt,os-x-digor,,
form_d3136e68,entry_mærzæzduxt,mærzæzduǧd,os-x-digor,form_d3136e66,variant
form_d3136e70,entry_mærzæzduxt,mærzduq,os-x-digor,form_d3136e66,variant
form_d3137e66,entry_arǧ0yc,arǧ˳yc,os-x-iron,,
form_d3139e66,entry_avinsun,avinsun,os-x-digor,,
form_d3139e68,entry_avinsun,avinst,os-x-digor,form_d3139e66,participle
form_d3142e66,entry_jæxs,jæxs,os-x-iron,,
form_d3142e69,entry_jæxs,æxsæ,os-x-digor,,
form_d3143e66,entry_ræsuǧd,ræsuǧd,os,,
form_d3144e66,entry_rog,rog,os-x-iron,,
form_d3146e66,entry_kʼæbys,kʼæbys,os-x-iron,,
form_d3146e69,entry_kʼæbys,kʼæbus,os-x-digor,,
form_d3146e71,entry_kʼæbys,kʼæbuci,os-x-digor,form_d3146e69,variant
form_d3148e66,entry_ænaqīnon,ænaqīnon,os,,
form_d3151e66,entry_abyræg,abyræg,os-x-iron,,
form_d3151e69,entry_abyræg,abæreg,os-x-digor,,
form_d3151e71,entry_abyræg,abæræg,os-x-digor,form_d3151e69,variant
form_d3152e66,entry_gon,gon,os,,
form_d3152e68,entry_gon,gom,os,form_d3152e66,variant
form_d3153e66,entry_divil6tæ9,divil(tæ),os-x-digor,,
form_d3156e66,entry_avdæn,avdæn,os-x-iron,,
form_d3156e69,entry_avdæn,avdænæ,os-x-digor,,
form_d3157e66,entry_7rǧævsyn,ᵆrǧævsyn,os-x-iron,,
form_d3157e68,entry_7rǧævsyn,ᵆrǧæfsyn,os-x-iron,form_d3157e66,variant
form_d3157e70,entry_7rǧævsyn,ᵆrǧæfst,os-x-iron,form_d3157e66,participle
form_d3157e73,entry_7rǧævsyn,ærǧæfsun,os-x-digor,,
form_d3157e75,entry_7rǧævsyn,ærǧæfst,os-x-digor,form_d3157e73,participle
form_d3158e66,entry_8byttyr,*byttyr,os-x-iron,,
form_d3158e69,entry_8byttyr,bittir,os-x-digor,,
form_d3159e66,entry_nost,nost,os,,
form_d3162e66,entry_mæcʼ,mæcʼ,os-x-iron,,
form_d3162e69,entry_mæcʼ,mæcʼæ,os-x-digor,,
form_d3163e68,entry_prang,prang,os-x-iron,,
form_d3163e70,entry_prang,pyrang,os-x-iron,form_d3163e68,variant
form_d3163e73,entry_prang,prangæ,os-x-digor,,
form_d3164e66,entry_caryncxa,caryncxa,os-x-iron,,
form_d3164e69,entry_caryncxa,carincxa,os-x-digor,,
form_d3164e71,entry_caryncxa,sarinca,os-x-digor,form_d3164e69,variant
form_d3165e66,entry_pura,pura,os-x-digor,,
form_d3167e66,entry_arc,arc,os-x-iron,,
form_d3167e69,entry_arc,arcæ,os-x-digor,,
form_d3168e66,entry_fælkʼwærun,fælkʼwærun,os-x-digor,,
form_d3168e68,entry_fælkʼwærun,fælkʼwært,os-x-digor,form_d3168e66,participle
form_d3169e66,entry_qysmæt,qysmæt,os-x-iron,,
form_d3169e69,entry_qysmæt,qismæt,os-x-digor,,
form_d3172e66,entry_kʼūlættag,kʼūlættag,os-x-iron,,
form_d3172e69,entry_kʼūlættag,kʼwælewættag,os-x-digor,,
form_d3173e68,entry_lenk,lenk,os,,
form_d3174e66,entry_ʒykka,ʒykka,os-x-iron,,
form_d3174e69,entry_ʒykka,ʒikka,os-x-digor,,
form_d3175e66,entry_dælæwæz,dælæwæz,os,,
form_d3177e66,entry_adærgæj,adærgæj,os,,
form_d3180e66,entry_æda,æda,os,,
form_d3183e66,entry_æfcæg,æfcæg,os,,
form_d3184e66,entry_nykʼūlyn,nykʼūlyn,os-x-iron,,
form_d3184e68,entry_nykʼūlyn,nykʼ˳yld,os-x-iron,form_d3184e66,participle
form_d3184e71,entry_nykʼūlyn,nikʼolun,os-x-digor,,
form_d3184e73,entry_nykʼūlyn,nikʼuld,os-x-digor,form_d3184e71,participle
form_d3185e66,entry_mæstægær,mæstægær,os-x-iron,,
form_d3185e68,entry_mæstægær,mæstygær,os-x-iron,form_d3185e66,variant
form_d3185e71,entry_mæstægær,mæstigær,os-x-digor,,
form_d3186e66,entry_qæl,qæl,os-x-iron,,
form_d3186e69,entry_qæl,qæl,os-x-digor,,
form_d3186e71,entry_qæl,qwæl,os-x-digor,form_d3186e69,variant
form_d3190e66,entry_mælæt,mælæt,os,,
form_d3194e66,entry_ʒæmʒæm,ʒæmʒæm,os-x-iron,,
form_d3195e66,entry_ævǧæd,ævǧæd,os,,
form_d3196e66,entry_ræstæg,ræstæg,os,,
form_d3198e66,entry_ivaz6n9,ivaz(n),os-x-iron,,
form_d3198e69,entry_ivaz6n9,ivaz(n)æ,os-x-digor,,
form_d3201e66,entry_gælir,gælir,os-x-iron,,
form_d3201e69,entry_gælir,gæleræ,os-x-digor,,
form_d3202e66,entry_kūvyn,kūvyn,os-x-iron,,
form_d3202e68,entry_kūvyn,k˳yvd,os-x-iron,form_d3202e66,participle
form_d3202e71,entry_kūvyn,kovun,os-x-digor,,
form_d3202e73,entry_kūvyn,kuvd,os-x-digor,form_d3202e71,participle
form_d3203e66,entry_naz,naz,os-x-iron,,
form_d3203e69,entry_naz,nazu,os-x-digor,,
form_d3204e66,entry_madard,madard (bæǧnæg),os-x-iron,,
form_d3204e69,entry_madard,madiard (bæǧnæg),os-x-digor,,
form_d3205e66,entry_7fsīn,ᵆfsīn,os,,
form_d3206e66,entry_fydʒyx,fydʒyx,os-x-iron,,
form_d3206e69,entry_fydʒyx,fudcʼux,os-x-digor,,
form_d3207e66,entry_kʼaddær,kʼaddær,os,,
form_d3208e66,entry_ran,ran,os-x-iron,,
form_d3208e69,entry_ran,rawæn,os-x-digor,,
form_d3209e66,entry_Nartamongæ,Nartamongæ,os,,
form_d3210e66,entry_cʼymara,cʼymara,os-x-iron,,
form_d3210e69,entry_cʼymara,cʼimara,os-x-digor,,
form_d3211e66,entry_idujun,idujun,os-x-digor,,
form_d3211e68,entry_idujun,idud,os-x-digor,form_d3211e66,participle
form_d3214e66,entry_ængas,ængas,os-x-iron,,
form_d3214e69,entry_ængas,ængas(t),os-x-digor,,
form_d3215e66,entry_myrxyn,myrxyn,os-x-iron,,
form_d3215e68,entry_myrxyn,myrxt,os-x-iron,form_d3215e66,participle
form_d3215e71,entry_myrxyn,murxun,os-x-digor,,
form_d3215e73,entry_myrxyn,murxt,os-x-digor,form_d3215e71,participle
form_d3217e66,entry_Elsirat,Elsirat,os-x-digor,,
form_d3219e66,entry_ælǧ,ælǧ,os-x-iron,,
form_d3219e69,entry_ælǧ,ælgæ,os-x-digor,,
form_d3219e71,entry_ælǧ,ilǧæ,os-x-digor,form_d3219e69,variant
form_d3220e66,entry_cævyn,cævyn,os-x-iron,,
